"ledger_bucket","rank","id","company","role_zh","original_role","tier","status","location_bucket","location","language_path","experience_path","experience_requirement","direction","chinese_relevant","formal","internship","score","source_score","posted_at","primary_url","all_links","status_evidence","analysis"
"closed-history","1069","754","Xihua / XBYHR","品牌视觉 / VI相关机会","SMARTEE / 正雅 - Chinese dental-tech employer in Spain","X","closed","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","brand","true","false","false","0","36","","https://www.xihua.es/forum.php?extra=page%3D1&mod=viewthread&tid=636445","https://www.xihua.es/forum.php?extra=page%3D1&mod=viewthread&tid=636445 | https://www.xbyhr.com/thread-1235315-1-1.html | https://www.smartee.cn/about/news/300 | mailto:Jiangyunyu2@smartee.cn","Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Multiple 2025-2026 posts show Smartee Spain hiring finance, production, QC and sales assistant; official news confirms Spain/Europe brand activity at SEDO 2026, Disney IP product line and Spain manufacturing; no design/marketing vacancy found","Move out of the page-still-review queue. Preserve the original source note and links for historical coverage, but do not present this card as a current Barcelona brand/visual vacancy. Reopen only after a newly dated original detail with an employer and application route is found."
"closed-history","1070","760","Xihua","Palmnet / palm云餐 - 运营助理 & 专员","Palmnet / palm云餐 - 运营助理 & 专员","X","closed","barcelona","巴塞罗那及周边","spanish","unknown","经验要求未说明","social","true","false","false","0","36","","https://www.xihua.es/forum.php?mod=viewthread&tid=665019","https://www.xihua.es/forum.php?mod=viewthread&tid=665019 | mailto:hao@palmnet.co","Closed/history for this visual-design tracker: the original Xihua Palmnet page is readable and dated 2026-06-18. It recruits sales/install, operations assistant/specialist and finance supervisor roles in Barcelona; Chinese, Spanish and daily English are required for operations. The page gives hao@palmnet.co, salary/insurance clues and 鈥渦ntil filled鈥? but no brand, graphic, visual or VI-design vacancy is advertised.","Move out of the visual-design queue. This is a legitimate Chinese-language Barcelona employer route, but it is SaaS sales/operations/finance, not a design opportunity. Reopen only if a separate current Palmnet visual-content or brand-design requisition appears."
"closed-history","1071","777","Eurotrabajo / 欧工网","电商视觉相关机会","Remote ecommerce/operator listings in Barcelona","X","closed","barcelona","巴塞罗那及周边","chineseCheck","unknown","经验要求未说明","ecommerce","true","false","false","0","36","","https://eurotrabajo.com/trabajo/20260511-37165","https://eurotrabajo.com/trabajo/20260511-37165","Closed/history: this is the same opaque Eurotrabajo remote ecommerce/order-handling route as ID 715, with no design duties and no transparent employer; the direct host was not safely reachable in the current pass.","Move duplicate non-design remote route to history; keep only the source URL and risk rationale."
"closed-history","1072","780","西华论坛 / Catalonia 企业招聘版","2026-07-25 巴塞设计关键词全版复核 — 无第二条新的明确设计岗","2026-07-25 巴塞设计关键词全版复核 — 无第二条新的明确设计岗","X","closed","barcelona","巴塞罗那及周边","chineseCheck","unknown","经验要求未说明","social","true","false","false","0","36","","","","Closed/history: this is a 2026-07-25 Xihua Catalonia-category keyword recheck, not a vacancy detail. It explicitly reports no second newly verifiable Barcelona brand/VI opening beyond already tracked roles; sales, administration, warehouse, travel, restaurant and customer-service entries dominate the current list.","Move the monitor/recheck card to history; retain the source as evidence of search coverage, not as an opportunity."
"closed-history","1073","799","乐在欧洲 / 欧斯迪玩具 OUSdy","平面美工设计","平面美工设计","X","closed","madrid","马德里及周边","spanish","unknown","经验要求未说明","production","true","false","false","0","36","","https://www.leeeu.com/fenlei/info-1-287.html","https://www.leeeu.com/fenlei/info-1-287.html | mailto:vt003@ousdy.com","Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: 页面最后刷新 2025-09-02，属于冷联系而非当前在招。要求美术设计相关专业和经验，精通 Adobe Illustrator、CorelDRAW、Photoshop，具备平面设计与美术功底；西语听说读写流利、沟通无障碍。周一至周五 9:30–19:00，双休、包饭、8 小时保险，月薪面议，20–40 岁","Move out of the page-still-review queue. Preserve the original source note and links for historical coverage, but do not present this card as a current Barcelona brand/visual vacancy. Reopen only after a newly dated original detail with an employer and application route is found."
"closed-history","1074","818","华人街 / VIA（主体需核实）","品牌拓展 / 设计与影视剪辑","品牌拓展 — 设计创意与影视剪辑","X","closed","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","social","true","false","false","0","36","","https://www.huarenjiewang.com/city/xibanya/information-id-15810583.html","https://www.huarenjiewang.com/city/xibanya/information-id-15810583.html","Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: 2025-11-17 更新。公开信息只写希望候选人有设计想法、创意思维和影视剪辑能力并参与品牌拓展，可全职或兼职、待遇面议；没有披露行业、合同、工时、软件、语言或具体交付物","Move out of the page-still-review queue. Preserve the original source note and links for historical coverage, but do not present this card as a current Barcelona brand/visual vacancy. Reopen only after a newly dated original detail with an employer and application route is found."
"closed-history","1075","851","Centro (Ortnec)","平面设计师—AI 视频生成","Graphic Designer 鈥?AI Video Generation 鈥?closed requisition","X","closed","remote","远程 / Barcelona 发布地点","english","unknown","经验要求未说明","digital","false","false","false","0","36","","https://www.linkedin.com/jobs/view/graphic-designer-%E2%80%94-ai-video-generation-at-centro-ortnec-4417627976/","https://www.linkedin.com/jobs/view/graphic-designer-%E2%80%94-ai-video-generation-at-centro-ortnec-4417627976/ | https://www.centro.team/","Closed/history: original LinkedIn detail 4417627976 was directly opened on 2026-08-09 and visibly states that applications are no longer accepted. The preserved AI-video brief does not create an active role.","Keep only as historical AI-video/brand-content evidence. A future Centro vacancy must use a different current requisition."
"closed-history","1076","923","Amazon Spain Services","艺术指导","Art Director, Elevated Shopping","X","closed","other","其他地区或未说明","chineseCheck","senior","资深 / 5 年以上","social","true","false","false","0","36","","https://www.amazon.jobs/en-gb/jobs/3126194/art-director-elevated-shopping","https://www.amazon.jobs/en-gb/jobs/3126194/art-director-elevated-shopping","Closed/history: Amazon official job 3126194 was reopened on 2026-08-09 and explicitly states 鈥淪orry, the job you are looking for is not available.鈥?Do not present this former Art Director requisition as an open Barcelona role.","Move to history. Reopen only if Amazon posts a new Barcelona art-direction or brand-visual requisition on its official board."
"closed-history","1077","988","PVcase","品牌动态设计师（Spain remote / €32k–42k）","Motion Designer（本轮新增）","X","closed","remote","Spain remote / Barcelona office option","english","mid","中级 / 3–5+ 年","digital","false","false","false","0","36","","https://jobs.pvcase.com/o/motion-designer","https://jobs.pvcase.com/o/motion-designer","Closed/history: PVcase official Motion Designer URL was opened directly on 2026-08-09. The original careers page visibly says 鈥淲e couldn鈥檛 find this job鈥?and 鈥淭his job doesn鈥檛 exist or was removed.鈥?No application form or active replacement requisition was shown.","Remove the former Motion Designer card from all current rankings. Do not infer that a generic careers homepage is an application to this removed role; add a new card only for a newly opened, job-specific PVcase requisition."
"closed-history","1078","1136","Huarenjie","电商视觉相关机会","Barcelona design-related search results","X","closed","barcelona","巴塞罗那及周边","chineseCheck","unknown","经验要求未说明","ecommerce","true","false","false","0","36","","","","Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Current search returned Madrid/Valdemoro design posts and old Barcelona advertising/design-service listings, not a current Barcelona Chinese-language design vacancy","Move out of the page-still-review queue. Preserve the original source note and links for historical coverage, but do not present this card as a current Barcelona brand/visual vacancy. Reopen only after a newly dated original detail with an employer and application route is found."
"closed-history","1079","1151","Chinese/Spanish web search","品牌视觉 / VI相关机会","Insbrand, Oasis Roots, ALOS Design, Mandarin Oriental/graphic snippets","X","closed","other","其他地区或未说明","chineseCheck","unknown","经验要求未说明","brand","true","false","false","0","36","","","","Closed/history: this is a snippets/aggregator watch card naming Insbrand, Oasis Roots, ALOS Design and Mandarin Oriental without an independently opened current original vacancy detail or reliable application route.","Move to history and retain only as a source-watch note; current canonical employer pages are tracked separately."
"closed-history","1080","1174","Huarenjie","其他设计相关相关机会","Search for 2026-07-30+ Barcelona design vacancies","X","closed","madrid","马德里及周边","chineseCheck","unknown","经验要求未说明","other","true","false","false","0","36","","","","Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Search for 2026-07-30+ Barcelona design vacancies","Move out of the page-still-review queue. Preserve the original source note and links for historical coverage, but do not present this card as a current Barcelona brand/visual vacancy. Reopen only after a newly dated original detail with an employer and application route is found."
"closed-history","1081","1176","Huarenjie","`info-16080443` “男28，做过5年平面设计，1年品牌策划包装设计”","`info-16080443` “男28，做过5年平面设计，1年品牌策划包装设计”","X","closed","madrid","马德里及周边","chineseCheck","senior","资深 / 5 年以上","production","true","false","false","0","36","","","","Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: Closed/history: ","Move out of the page-still-review queue. Preserve the original source note and links for historical coverage, but do not present this card as a current Barcelona brand/visual vacancy. Reopen only after a newly dated original detail with an employer and application route is found."
"closed-history","1082","1179","乐在欧洲 / Leeeu","电商视觉相关机会","Barcelona job-seeker and collaboration pages","X","closed","other","其他地区或未说明","chineseCheck","unknown","经验要求未说明","ecommerce","true","false","false","0","36","","","","Closed/history: job-seeker/collaboration pages, not an employer vacancy or verified design opening.","Move to history; do not count an individual job-seeker page as a Barcelona employer opportunity."
